idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3746,39,1,1,0,12,0,0,1,1,12,3,1,8.220612,40,13.05769,1.666667
3748,39,1,1,0,11,0,0,1,0,11,1,1,5.837359,40,10.35897,1.416667
3751,38,1,0,1,17,1,0,0,0,12,1,1,7.568433,40,16.71154,8.833333
3752,38,1,1,0,16,1,0,1,0,12,1,0,12.28663,40,12.83974,2.083333
3753,41,1,1,0,15,0,0,1,0,12,1,0,9.057972,40,19.5,3.25
3757,34,1,0,1,12,0,0,1,0,12,3,1,10.46699,35,7.711538,5.416667
3758,38,1,0,1,18,1,0,1,1,11,1,0,14.91142,27,10.19231,9.916667
3760,43,1,1,0,13,0,0,1,0,11,13,0,4.516906,35,7.532052,1.666667
3763,37,1,1,0,18,1,0,1,0,11,13,1,6.964568,60,12.60256,1.833333
3766,41,1,1,0,17,1,0,1,1,11,13,1,14.32367,40,14.61539,5.416667
3770,45,1,1,0,5,0,0,1,0,1,10,,4.180602,40,9.442308,.5
3773,44,1,1,0,18,1,0,1,1,11,1,0,8.904991,40,14.69231,1.75
3774,37,1,1,0,12,0,0,1,0,6,6,1,12.85829,40,13.25,11.41667
3778,43,1,1,0,16,1,1,1,0,8,3,0,7.479866,35,2.121795,1.75
3779,41,1,0,0,14,0,0,1,0,9,3,0,10.06441,55,15.72436,2.166667
3780,39,2,1,0,12,0,0,1,1,11,3,0,7.938803,40,14.39103,3.416667
3782,39,1,0,1,15,0,0,1,1,12,3,1,9.29146,40,20.83333,20.83333
3783,37,1,1,0,15,0,0,1,1,11,3,1,8.091784,40,18.07692,13.25
3786,41,1,0,0,15,0,0,1,0,12,1,1,8.904991,40,14.86539,7.666667
3790,43,1,0,0,14,0,0,1,1,7,4,0,8.671494,50,2.057692,1.583333
3794,37,1,1,0,16,1,0,1,1,8,1,,16.72241,20,8.769231,.25
3798,35,1,1,0,11,0,0,0,0,7,3,0,5.458936,40,12.59615,11.33333
3799,44,1,1,0,13,0,0,1,1,11,3,1,5.233495,25,4.230769,3.75
3801,34,1,1,0,12,0,0,0,0,7,3,0,8.05153,40,15.25,3.333333
3803,41,1,1,0,14,0,1,1,0,11,1,,28.15219,55,15.30769,4.5
3804,39,1,0,0,16,1,0,1,0,11,1,0,5.225441,40,14.5641,1
3806,35,1,1,0,12,0,0,1,1,11,13,0,3.784217,30,5.929487,4.75
3807,38,1,1,0,13,0,0,1,1,6,3,0,3.140096,26,15.32692,.3333333
3811,38,1,1,0,12,0,0,1,1,12,3,0,8.856684,40,17.01923,16.83333
3812,42,1,1,0,12,0,0,1,1,11,3,0,5.259195,40,15.3141,5.166667
3813,42,1,0,0,12,0,0,1,0,4,2,0,4.830918,40,9.288462,1.25
3814,40,1,1,0,12,0,0,1,0,8,3,,3.623188,40,5.230769,1
3815,37,3,1,0,12,0,0,1,0,5,3,1,12.68116,40,16.79487,16.75
3816,34,3,1,0,13,0,0,1,0,7,2,0,11.61835,40,16.04487,.1666667
3820,37,1,0,0,10,0,0,1,0,7,3,,4.648688,40,14.90385,14.5
3821,35,1,1,0,12,0,0,1,0,11,3,0,5.225752,40,7.134615,.8333333
3822,44,1,1,0,16,1,0,1,0,11,13,1,9.581316,11,6.346154,1.25
3823,42,1,1,0,18,1,0,1,0,11,13,0,17.02898,50,9.557693,9.333333
3828,35,1,0,0,14,0,0,1,0,6,2,,32.15846,50,11.96795,3.666667
3832,36,1,1,0,12,0,0,1,0,8,3,0,3.220612,15,11,2.583333
3836,41,1,1,0,12,0,0,0,0,11,6,0,5.177131,20,13.50641,11.66667
3844,40,1,1,0,11,0,0,1,0,,,1,3.172302,16,4.025641,0
3845,41,1,1,0,10,0,1,0,0,6,2,0,4.025765,40,5.115385,3.583333
3848,36,1,1,0,11,0,0,1,0,4,3,0,6.964568,40,10.52564,5.583333
3850,38,1,1,0,12,0,0,1,0,7,3,0,8.832524,40,14.82692,13.5
3852,37,1,1,0,12,0,0,1,0,10,3,0,9.758451,40,8.557693,.4166667
3856,35,3,0,1,15,0,0,1,1,11,1,0,7.439612,50,12.74359,4.583333
3858,36,3,1,0,14,0,0,1,0,4,2,0,10.32206,45,15,1.416667
3861,38,3,0,1,16,1,0,1,1,7,1,,4.827484,40,13.33333,1.25
3863,37,3,0,1,17,1,0,1,0,12,3,0,12.77777,40,13.19231,1.416667
3864,42,3,1,0,16,1,0,1,0,4,1,0,9.597424,50,14.09615,8
3865,43,3,1,0,13,0,0,1,0,12,3,1,7.761675,40,21.21795,21.16667
3873,35,3,1,0,18,1,0,1,1,11,1,0,25.80515,60,14.05769,6.75
3876,44,3,1,0,12,0,0,1,0,11,8,0,3.220612,15,8.839744,8.75
3878,43,3,1,0,16,1,0,1,0,12,1,1,9.758451,40,18.44231,10
3880,44,1,0,0,14,0,0,1,0,11,1,,4.648688,40,13.07692,1.75
3881,35,1,0,0,12,0,0,1,0,6,2,0,4.227053,40,8.147436,1.583333
3882,41,1,1,0,14,0,0,0,0,11,3,0,9.001606,33,12.61539,9.75
3886,41,1,0,0,13,0,0,0,0,11,1,1,7.439612,40,13.19231,4
3891,42,1,0,0,18,1,0,1,0,4,3,0,10.66828,40,12.75,2.666667
3893,38,1,0,0,18,1,1,1,0,11,2,0,15.48309,50,14.82692,9.916667
3899,45,1,0,0,12,0,0,1,1,7,3,0,7.689208,38,9.538462,1.75
3900,38,1,1,0,16,1,0,0,0,11,13,0,3.4219,40,4.570513,.9166667
3903,38,1,1,0,12,0,0,1,1,5,3,1,10.06441,40,17.28846,17.25
3905,36,1,1,0,14,0,0,1,1,4,11,0,4.339774,60,9.75,1.5
3910,42,1,1,0,12,0,0,1,0,11,3,,5.016723,36,13.33333,12.66667
3911,43,1,0,0,11,0,0,1,1,11,8,0,5.426729,48,11.41667,1.75
3915,38,1,0,0,12,0,0,1,1,4,5,,5.813202,50,12.32051,1
3918,38,1,1,0,16,1,0,1,0,11,2,0,10.32206,42,8.461538,1.916667
3919,40,1,1,0,14,0,0,1,0,11,2,0,11.53784,40,16.32692,8.333333
3922,35,1,0,1,17,1,0,1,1,5,5,1,11.6103,40,14.21154,10.91667
3923,35,1,0,0,12,0,0,1,0,7,3,0,5.861513,40,7.807693,5.25
3929,39,1,1,0,14,1,0,1,0,11,3,0,6.884055,45,19.39103,19.33333
3930,38,1,0,0,12,0,0,1,0,4,3,,8.361203,40,18.51923,3.083333
3933,39,1,1,0,12,0,0,1,0,6,4,1,9.29146,25,7.153847,3.583333
3934,38,1,1,0,15,0,0,1,0,4,1,0,10.17713,40,15.22436,13.58333
3935,39,1,1,0,12,0,0,1,0,11,2,0,11.01449,45,9.166667,7.416667
3937,44,1,1,0,12,0,1,1,1,5,8,1,21.38486,20,5.5,5.5
3941,43,2,0,1,11,0,0,1,1,6,8,0,7.447664,40,7.878205,6.833333
3945,37,1,1,0,12,0,0,1,0,4,3,1,6.843801,20,13.07692,9.916667
3946,37,1,1,0,10,0,0,1,0,4,3,0,6.739127,40,13,12.41667
3952,41,1,0,0,12,0,0,1,0,6,2,0,10.66828,40,16.09616,4.75
3953,38,1,1,0,15,0,1,1,1,12,3,1,25.80515,30,17.11539,7
3955,35,1,1,0,16,1,0,1,0,4,3,0,12.85024,40,15.75,12
3956,41,1,1,0,16,1,0,1,1,11,3,0,6.634459,35,13.11539,5.416667
3962,36,1,1,0,14,0,1,1,0,6,2,,3.510896,55,10.65385,1.333333
3963,34,1,1,0,14,0,0,1,1,11,1,,4.827484,40,12.53846,2.5
3964,37,1,1,0,14,0,0,1,0,11,3,1,5.169081,15,7.557692,1.416667
3968,36,1,1,0,18,1,0,1,0,4,3,0,10.53945,47,16.69231,1.166667
3972,38,1,0,0,14,0,0,1,1,8,3,1,3.341383,40,3.76282,1.083333
3974,43,1,1,0,13,0,0,1,0,4,2,0,13.77616,45,17.14744,15.58333
3977,38,1,0,0,14,0,0,1,0,7,3,0,10.27375,38,10.78205,6.833333
3978,35,1,1,0,14,0,0,1,0,8,3,0,7.431559,50,13.26923,4
3983,43,2,1,0,12,0,0,1,0,4,5,0,20.49475,40,16.05769,3
3984,45,1,0,0,11,0,0,1,0,6,3,,4.344736,40,6.467949,2.166667
3985,40,1,0,0,12,0,1,1,0,4,6,0,6.280193,40,13.17308,4.416667
3988,45,1,0,0,12,0,0,0,0,12,2,0,10.21739,45,21.16667,21.16667
3990,45,1,1,0,11,0,0,0,0,11,8,1,7.15781,40,9.294872,8.166667
3991,41,1,0,1,12,0,0,0,0,8,8,0,3.719806,35,19.67949,19.58333
3994,34,1,1,0,12,0,0,0,0,6,6,0,3.502414,40,4.423077,.1666667
3996,37,1,1,0,12,0,1,0,0,4,4,,40.19808,40,8.576923,2.416667
3997,35,1,1,0,12,0,1,1,1,8,3,0,6.545891,40,11.59615,6.166667
3998,37,1,1,0,18,1,1,1,1,11,1,0,13.55072,40,14.5641,1.5
3999,35,1,1,0,16,1,0,1,0,5,2,0,19.35587,40,11.54487,4.5
4001,43,1,1,0,14,0,0,1,1,11,13,0,6.505631,20,11.46154,3.75
4003,35,1,1,0,11,0,0,1,0,11,1,0,7.809981,50,13.96795,4.416667
4007,43,1,1,0,16,1,1,1,0,11,13,0,9.758451,40,8.884616,3.833333
4008,39,1,1,0,12,0,0,0,0,11,3,0,6.972622,40,20.04487,2.916667
4009,39,1,0,0,12,0,0,0,0,6,8,,2.697261,40,11.28846,4.916667
4011,40,1,0,0,13,0,0,0,0,7,2,0,12.39935,45,28.88461,23.08333
4013,45,1,1,0,13,0,0,0,0,11,3,0,6.400963,36,7.621795,7.083333
4014,35,1,1,0,12,0,0,0,0,5,2,0,11.15137,50,11.84615,4.416667
4015,37,1,1,0,12,0,1,1,0,6,13,,2.926421,20,10.90385,.8333333
4017,40,1,1,0,12,0,1,1,0,7,2,0,6.972622,40,12.84615,3.666667
4021,35,1,1,0,12,0,0,0,0,11,3,,4.827484,40,14.78846,10
4023,35,1,0,0,12,0,0,0,0,12,2,0,6.046698,40,13.44231,2.833333
4024,42,1,1,0,12,0,0,0,0,11,8,0,5.515297,30,11.67308,10.91667
4026,40,1,1,0,10,0,0,0,0,1,6,1,5.024153,36,10.59615,1.416667
4031,43,1,1,0,12,0,0,0,0,6,8,0,4.774554,40,18.75,1.583333
4037,40,1,1,0,12,0,0,1,0,6,3,0,2.98495,28,4.057693,1.333333
4038,43,1,1,0,10,0,1,1,1,6,8,0,5.998387,40,6.519231,.75
4040,38,1,0,0,16,1,0,0,0,6,8,,3.861985,20,15.41026,.5
4041,41,1,0,0,14,0,0,1,1,5,3,0,6.030594,40,13.62821,2.916667
4043,35,1,0,0,10,0,0,0,0,7,3,,3.718949,40,13.05769,1.25
4045,36,1,1,0,18,1,0,1,1,11,13,1,19.35587,32,14.08333,14.08333
4048,38,1,1,0,12,0,0,1,0,6,3,0,4.911432,35,7.99359,4.833333
4050,38,1,1,0,14,0,0,1,0,7,2,0,9.677936,48,16.67308,1.333333
4051,43,1,0,0,12,0,0,1,1,2,3,0,6.505631,40,16.54487,8.583333
4053,41,1,1,0,12,0,0,1,1,1,2,0,11.15941,50,18.70513,12.66667
4055,39,1,0,0,12,0,0,1,0,4,1,0,7.745568,40,10.46795,6.75
4056,41,1,0,0,13,0,0,1,1,11,2,0,6.972622,40,8.865385,3.083333
4057,37,1,0,0,15,0,0,1,1,12,3,1,10.90982,40,15.98077,12.5
4064,44,1,0,1,18,1,0,1,1,11,13,1,9.033813,60,20.41667,20.41667
4068,36,1,0,0,16,1,0,1,0,4,3,0,8.05153,40,13.57692,7.416667
4069,36,1,1,0,11,0,0,1,1,11,1,0,6.76328,33,9.416667,9.416667
4070,35,1,1,0,14,0,1,1,1,11,8,0,4.025765,2,7.756411,1.666667
4071,43,1,1,0,17,1,0,1,0,11,13,1,7.745568,40,7.961538,3.916667
4075,40,1,1,0,14,0,0,1,1,4,4,0,8.904991,40,16.64744,13.58333
4079,43,2,0,0,15,0,0,1,0,11,3,1,8.816422,25,14.19872,5.333333
4083,39,1,1,0,13,0,0,1,1,11,5,0,8.856684,40,16.71154,8.333333
4084,45,1,1,0,12,0,0,1,1,11,3,1,6.409017,40,8.160256,5.083333
4087,43,1,1,0,12,0,0,1,0,4,6,1,6.914713,64,3.083333,3.083333
4091,36,1,1,0,12,0,0,0,0,6,3,1,8.929144,40,9.269231,1.333333
4094,38,1,1,0,14,0,0,1,0,11,1,1,8.558774,20,4.064102,1.416667
4096,43,1,0,0,12,0,0,1,1,11,3,1,6.787434,40,5.5,5.5
4099,37,1,1,0,16,1,0,1,0,11,13,,3.861985,40,4.653846,.75
4102,38,1,1,0,12,0,0,1,0,11,3,1,5.233495,40,9.365385,2.25
4107,37,1,1,0,12,0,0,0,0,4,1,0,5.233495,42,9.519231,.1666667
4108,42,1,1,0,12,0,0,0,0,12,1,0,7.938803,40,13.91667,10.25
4110,37,1,0,1,18,1,0,1,0,11,13,1,8.260865,60,14.91667,14.91667
4116,39,1,0,0,13,0,0,0,0,11,1,0,5.636071,30,8.115385,3.833333
4118,41,1,0,0,12,0,0,0,0,5,3,1,9.677936,40,22.19872,22.16667
4120,45,1,1,0,12,0,0,1,0,7,4,0,8.776163,30,14.82051,1
4121,37,1,0,0,12,0,0,1,0,7,4,,6.658599,29,11.61538,.6666667
4124,39,2,0,1,12,0,0,1,1,9,6,,6.050869,38,16.13461,1
4125,42,1,0,0,16,1,0,1,1,4,1,0,12.3913,40,17.71154,15.33333
4126,40,1,1,0,12,0,0,1,0,3,3,,3.762542,32,2.788461,1.333333
4127,41,1,1,0,12,0,0,1,0,4,6,1,8.236711,40,18.19231,15.83333
4128,41,1,1,0,12,0,0,1,0,7,3,0,6.505631,10,12.71154,11.83333
4129,42,1,1,0,12,0,1,1,1,11,3,0,6.642512,40,8.269231,1
4130,44,1,0,0,18,1,0,1,0,4,3,,38.70926,40,12.90385,2.666667
4131,42,3,1,0,14,1,0,0,0,4,6,1,1.80602,40,2.480769,.1666667
4132,40,1,0,1,14,0,0,1,0,5,6,1,12.51207,52,17.51282,12.83333
4133,39,1,1,0,17,1,0,0,0,12,2,1,22.58453,40,12.90385,.5
4135,38,1,1,0,12,0,1,0,0,12,3,0,5.53945,40,12.76282,9.916667
4136,41,3,1,0,17,1,0,1,0,12,1,1,12.20612,40,15.59615,5.5
4142,42,2,1,0,17,1,0,1,1,5,3,1,10.46699,40,12.01923,5.25
4145,37,1,0,0,11,0,0,1,1,6,2,0,12.0773,40,12.33333,6.166667
4147,35,1,0,0,12,0,0,1,1,12,3,0,11.03059,40,15.42308,3.416667
4148,40,1,1,0,10,0,0,0,0,11,8,0,3.808373,40,13.11539,11.5
4149,40,1,1,0,12,0,0,0,0,8,4,0,4.830918,30,7.403847,2.75
4156,36,3,1,0,13,0,0,0,0,9,8,,6.270903,12,5.602564,.4166667
4157,36,1,1,0,12,0,0,0,0,9,7,0,4.389632,45,1.602564,.3333333
4160,36,1,1,0,11,0,0,1,1,6,2,0,6.32045,50,11.96154,5.333333
4163,38,1,0,1,12,0,0,0,0,9,8,0,3.220612,30,4.692308,1.5
4167,35,1,1,0,14,0,0,0,0,11,1,1,5.829306,30,9.442307,4.666667
4168,41,1,1,0,12,0,0,0,0,8,1,,6.688963,15,17.78846,.25
4169,36,1,1,0,11,0,0,0,0,11,13,,5.032206,40,8.134616,2.666667
4171,37,3,0,0,13,0,0,0,0,11,3,1,7.681153,10,3.269231,.6666667
4172,36,1,1,0,12,0,0,0,0,6,2,0,5.346215,40,18.21154,8.666667
4173,35,1,1,0,12,0,0,1,0,7,4,0,14.22705,37,16.86539,3.333333
4176,39,3,1,0,10,0,0,0,0,11,8,1,5.016103,20,7.442307,3.5
4180,43,1,1,0,13,0,0,0,0,7,3,,2.703391,50,16.10256,1.416667
4182,35,1,1,0,14,0,0,0,0,11,1,0,2.326892,16,5.871795,.5
4184,40,1,1,0,12,0,0,0,0,1,1,0,12.38325,40,17.71795,17.66667
4186,39,1,1,0,13,0,0,1,0,5,3,0,8.132044,40,20.07051,7.75
4189,44,1,1,0,10,0,0,1,0,11,8,1,7.278577,38,16.5,16.5
4191,41,1,1,0,12,0,0,0,0,11,3,1,3.486311,40,15.25,10.75
4192,39,1,1,0,16,1,0,1,0,11,13,1,5.636071,20,4.358974,2.666667
4193,35,1,0,0,15,0,0,1,0,4,1,0,12.77777,40,13.64744,6.333333
4195,36,1,1,0,17,1,0,0,0,11,1,1,6.505631,50,10.71795,6.833333
4196,35,1,0,0,18,1,1,1,0,11,13,1,9.790657,40,9.576923,2.916667
4198,39,1,1,0,10,0,0,0,0,8,4,0,4.180602,4,4.269231,1.416667
4199,36,1,1,0,13,0,1,1,1,7,2,0,9.29146,40,7.615385,5.75
4202,44,1,1,0,17,1,0,1,1,11,13,1,11.96457,44,18.32692,15.83333
4204,44,3,0,0,7,0,1,0,0,4,6,0,2.697261,40,21.10256,6.5
4206,43,1,0,0,17,1,0,1,1,8,5,,3.177257,20,9.858974,.6666667
4208,41,1,1,0,13,0,0,0,0,5,3,0,5.418679,40,8.365385,8.333333
4213,39,1,0,1,14,0,0,1,0,7,2,,35.73162,45,16.01282,3.083333
4214,35,1,1,0,17,1,0,1,1,11,13,1,11.27214,45,15.19231,8.666667
4215,36,1,1,0,16,1,0,0,0,7,2,,3.861985,50,7.826923,.4166667
4221,38,1,1,0,13,0,0,1,1,11,3,1,6.296296,40,10.21795,2.916667
4222,36,1,0,1,12,0,0,1,1,11,3,0,1.972624,40,18.05769,3.25
4223,37,1,1,0,12,0,0,1,1,12,3,1,6.191625,40,5.083333,5.083333
4225,39,1,0,0,16,1,0,1,1,11,3,0,6.046698,40,11.35898,3.083333
4229,41,1,0,1,18,1,0,1,0,11,13,1,13.01932,40,18.83333,18.83333
4230,41,1,1,0,11,0,0,1,0,6,5,0,4.227053,24,2.288461,2.166667
4231,45,1,0,0,12,0,0,1,0,9,7,,3.344482,16,2.833333,.8333333
4233,42,1,1,0,14,0,0,1,0,10,3,0,4.186793,20,9.615385,1.75
4237,38,1,1,0,9,0,0,1,0,6,3,,3.919314,32,10.29487,1.166667
4239,35,1,1,0,13,0,0,1,0,6,4,0,4.025765,16,2.801282,.0833333
4240,41,1,0,0,12,0,0,1,1,12,3,0,6.376811,40,12.09615,10.41667
4242,38,1,0,0,12,0,0,1,1,7,4,1,7.310784,40,12.21154,3.75
4244,37,1,1,0,13,0,0,1,0,12,2,1,9.629628,40,13.98077,4.5
4245,42,1,0,1,15,0,0,0,0,5,3,1,10.46699,40,18.84615,18.41667
4246,41,1,0,0,17,1,0,0,0,11,13,1,10.22544,40,3.826923,1.75
4247,40,1,1,0,12,0,0,1,0,6,2,0,8.945245,45,14.88461,.75
4248,36,1,0,0,16,1,0,1,0,10,8,,2.789213,10,11.82692,.1666667
4250,39,1,1,0,12,0,0,1,0,4,2,,10.06441,40,14.19231,3.5
4251,35,1,1,0,13,0,0,0,0,7,3,0,6.046698,40,7.596154,2.083333
4252,41,1,1,0,9,0,1,1,0,11,8,0,5.032206,40,13.75,13.75
4253,43,1,1,0,12,0,1,1,0,11,3,1,9.363928,40,12.22436,3
4255,36,1,1,0,14,0,0,1,0,6,3,,4.734297,40,6.269231,1.166667
4256,41,1,0,0,12,0,1,1,0,11,3,1,6.545891,40,6.698718,5.5
4258,36,1,0,0,15,0,1,1,0,11,1,1,11.07085,40,13.80128,3.75
4259,43,1,0,0,10,0,1,1,0,11,1,0,6.578098,40,17.75,3.083333
4260,38,1,1,0,11,0,1,1,0,9,8,,6.038648,40,7.314103,1.5
4268,37,1,0,1,12,0,1,1,0,,,0,4.138486,35,.1153846,.0833333
4269,44,2,1,0,9,0,1,0,0,4,6,0,3.762542,40,14.98077,10
4270,41,2,0,0,16,1,1,0,0,6,3,0,8.05153,25,17.19872,3.416667
4278,41,2,0,0,10,0,0,1,0,11,8,0,3.84863,40,4.032051,1
4279,35,1,1,0,8,0,1,0,0,6,3,1,4.025765,40,9.346154,3.583333
4280,35,2,1,0,12,0,1,0,0,12,3,0,4.259257,40,12.82051,3.5
4281,41,2,1,0,12,0,1,0,0,11,8,0,3.623188,40,16.20513,3.416667
4282,36,2,1,0,13,0,1,0,0,6,1,0,5.032206,40,13.83974,3.416667
4283,41,2,1,0,10,0,1,0,0,4,6,1,6.441224,40,18.76282,3.25
4287,40,1,1,0,12,0,1,0,0,7,3,1,10.22544,40,18.53846,17.91667
4291,44,2,1,0,12,0,1,0,0,11,3,0,4.830918,40,18.16667,18.16667
4292,38,2,1,0,11,0,0,1,1,11,8,0,5.152977,40,8.455129,2
4293,39,2,1,0,16,1,0,1,1,11,13,1,8.848629,35,12.80128,12.75
4294,36,2,0,1,12,0,0,1,0,8,8,1,3.454104,35,8.72436,1.25
4296,38,1,1,0,12,0,1,0,0,6,2,0,2.608696,54,8.083333,8.083333
4298,37,2,1,0,12,0,0,1,1,6,6,0,4.21095,40,7.570513,1.75
4299,37,2,0,1,12,0,0,1,1,11,3,1,5.805152,40,14.51923,13.41667
4305,35,1,1,0,18,1,1,0,0,11,13,0,6.191625,40,10.5,3.833333
4306,37,2,1,0,13,0,1,1,1,12,1,0,6.642512,40,14.55769,7.666667
4309,37,2,1,0,10,0,1,1,1,11,8,0,4.090176,25,10.47436,3.75
4310,39,2,1,0,14,0,1,1,1,11,8,0,7.914649,40,11.99359,0
4311,38,2,0,0,13,0,1,0,0,11,1,0,6.27214,40,9.294872,8.25
4316,34,1,1,0,16,1,0,1,0,11,3,0,3.711753,20,9.576923,.5833333
4318,41,1,0,0,12,0,1,1,1,11,8,1,3.478261,35,10.58974,4.75
4319,36,1,0,0,12,0,1,1,0,4,6,,2.759197,30,3.737179,.25
4323,44,2,0,0,11,0,1,1,1,11,3,,4.742351,40,10.33333,0
4324,41,2,0,0,10,0,1,1,1,9,8,,1.59261,,9.461538,.9166667
4327,35,2,0,0,12,0,1,1,0,12,8,,3.344482,20,7.589744,.75
4330,42,2,0,0,12,0,1,1,0,6,3,1,5.233495,40,17.42308,14.5
4334,41,2,1,0,15,1,1,1,0,6,3,0,6.191625,40,16.96795,14.25
4335,35,2,1,0,11,0,1,1,1,7,3,0,5.53945,40,7.403846,1.083333
4338,42,2,1,0,9,0,1,1,1,11,3,0,5.668274,40,14.94231,8.666667
4340,44,2,0,1,10,0,1,1,1,11,2,0,3.37359,40,20.83974,1.416667
4342,40,2,0,1,16,1,1,1,0,11,1,0,14.75039,42,14.88462,8.083333
4343,41,2,0,1,4,0,1,1,1,6,8,0,3.156198,37,8.051281,1.916667
4345,36,2,1,0,12,0,0,1,0,7,3,0,8.96135,38,14.17308,11.33333
4346,45,2,0,0,18,1,1,1,1,11,3,0,10.32206,45,16.58333,15.83333
4350,35,1,1,0,16,1,1,1,1,11,1,0,10.53139,50,13.53846,12.83333
4351,40,1,1,0,12,0,1,1,0,11,3,0,7.198063,40,17.27564,17.25
4352,42,1,1,0,12,0,1,1,1,6,2,0,3.719806,45,12.48718,1.333333
4354,35,2,0,0,16,1,1,1,1,11,1,,38.70926,40,14.32692,4.916667
4356,43,1,1,0,12,0,1,1,1,5,,0,12.43156,40,19.61539,19.58333
4357,38,1,1,0,14,0,1,1,1,7,2,0,11.03059,40,19.30128,1.416667
4360,42,1,0,0,12,0,1,1,1,4,6,1,8.05153,40,20.36539,1.333333
4361,45,1,1,0,9,0,1,1,0,4,6,0,6.843801,40,15.21154,12.5
4363,39,1,1,0,17,1,1,0,0,11,3,0,9.29146,40,12.01282,6.833333
4364,37,1,1,0,14,0,1,1,0,6,4,0,2.310788,45,11.98077,1.583333
4365,42,1,1,0,12,0,1,1,1,6,5,0,4.959742,45,8.173077,0
4367,38,1,1,0,12,0,1,0,0,7,3,0,6.972622,40,14.21154,9.666667
4369,40,1,1,0,12,0,1,0,0,6,3,0,8.05153,4,8.974359,4.75
4376,35,1,1,0,12,0,1,1,0,6,3,0,4.53301,40,13.42949,1.583333
4378,42,1,0,1,16,1,1,0,0,11,1,0,9.758451,40,17.92308,6.5
4381,43,1,1,0,15,0,1,0,0,11,13,0,8.518515,40,12.10897,6.916667
4382,42,2,0,0,9,0,1,0,0,4,6,1,5.724636,40,17.42308,11.75
4383,38,2,0,0,14,0,1,0,0,4,6,1,5.53945,40,15.79487,15.75
4384,41,2,0,0,10,0,1,0,0,9,7,0,2.697261,58,9.833334,0
4386,43,2,0,0,12,0,1,0,0,4,5,0,8.379888,40,21.07051,11.08333
4388,37,2,1,0,11,0,0,1,0,11,8,1,4.055183,40,12.4359,7.416667
4389,41,2,1,0,14,0,1,0,0,11,5,0,5.523347,40,13.86539,13.66667
4393,39,1,1,0,15,0,1,0,0,6,3,0,3.502414,40,15.28846,9.25
4394,36,1,1,0,12,0,1,0,0,7,3,0,2.214171,38,11.55128,
4395,41,1,1,0,12,0,1,0,0,4,6,0,2.012882,40,4.442308,.4166667
4397,40,1,1,0,18,1,0,1,1,11,13,,3.428092,40,16.07051,2
4405,36,1,1,0,7,0,1,0,0,4,6,,3.344482,40,5.788462,.5
4407,40,2,1,0,11,0,1,0,0,11,6,,3.344482,20,15.05769,1.083333
4408,38,1,1,0,14,0,1,0,0,11,1,,7.901336,40,9.673077,.25
4409,35,1,1,0,12,0,1,0,0,11,8,0,4.227053,35,10,9.166667
4411,44,2,0,1,8,0,1,0,0,1,10,0,1.811594,40,16.99359,13.25
4413,41,1,1,0,12,0,1,0,0,4,6,0,4.919482,40,21,21
4419,36,1,1,0,12,0,1,0,0,4,3,0,5.032206,40,10.91026,4.333333
4420,43,1,1,0,12,0,1,1,0,7,3,0,3.099838,50,13.90385,5.333333
4426,36,2,1,0,12,0,1,0,0,4,6,,2.801002,40,11.57692,.5
4428,39,2,1,0,12,0,1,1,1,12,,0,4.178743,40,8.532051,7.25
4429,37,2,1,0,11,0,1,1,0,12,3,0,7.351045,40,14.53846,9.083333
4435,35,1,1,0,18,1,1,0,0,11,1,0,7.898549,50,17.3718,9.75
4437,41,1,1,0,12,0,1,0,0,11,3,,5.225752,40,15.52564,.8333333
4438,42,1,1,0,12,0,1,0,0,4,6,0,2.777777,40,10.87179,0
4439,42,1,1,0,12,0,1,0,0,4,6,1,17.61674,8,8.692307,0
4441,42,2,1,0,6,0,1,0,0,1,10,1,3.454104,35,6.403846,1.083333
4442,40,2,1,0,7,0,1,0,0,,10,0,3.043478,40,7.5,1.25
4443,39,2,1,0,9,0,1,0,0,,10,0,3.019324,40,5.865385,1
4445,35,2,0,0,8,0,1,0,0,1,10,0,2.697261,40,3.615385,1.083333
4446,43,1,1,0,12,0,1,0,0,11,1,0,1.392914,80,12.25,1.583333
4450,38,2,1,0,12,0,0,1,0,6,2,1,7.407406,35,16.42308,13.25
4454,39,1,1,0,12,0,1,0,0,11,8,0,2.930756,35,7.788461,.5
4458,44,2,1,0,7,0,1,0,0,4,6,0,4.025765,34,17.99359,15.83333
4460,36,2,0,1,12,0,0,1,1,11,8,0,4.53301,40,14.23077,5.75
4461,35,2,0,1,12,0,0,1,1,9,6,,5.779567,40,3.288461,.8333333
4462,39,2,0,1,12,0,1,0,0,11,8,0,3.091786,38,15.38461,2.916667
4464,34,2,1,0,13,0,1,1,0,4,4,,7.648953,20,8.423077,.5
4465,43,2,0,0,7,0,1,0,0,9,7,0,2.697261,40,22.89103,1.416667
4466,44,2,0,0,12,0,1,0,0,9,7,,1.797659,40,15.24359,1.25
4470,37,2,1,0,12,0,1,0,0,9,8,0,2.818035,60,11.94231,1.916667
4473,43,1,0,0,14,0,1,0,0,4,4,0,6.270903,40,11.52564,4.833333
4474,34,2,1,0,15,0,1,1,1,11,3,0,4.025765,40,10.15385,.0833333
4478,39,1,1,0,17,1,1,1,0,11,13,0,7.479866,60,18.01923,9.833333
